market_title,city,target_date,strike_type,market_low_temp,market_high_temp,market_single_strike,yes_bid,no_bid,state_collected_at,actual_high_temperature,actual_low_temperature,market_result
"Will the **high temp in Miami** be <84° on Jul 2, 2025?",Miami,2025-07-02,less,,84,,0.00,99.00,2025-07-01 21:01:29,89,76,NO
"Will the **high temp in Miami** be >91° on Jul 2, 2025?",Miami,2025-07-02,greater,,91,,0.00,96.00,2025-07-01 21:01:29,89,76,NO
"Will the **high temp in Miami** be 84-85° on Jul 2, 2025?",Miami,2025-07-02,between,84,85,,2.00,97.00,2025-07-01 21:01:29,89,76,NO
"Will the **high temp in Miami** be 86-87° on Jul 2, 2025?",Miami,2025-07-02,between,86,87,,24.00,75.00,2025-07-01 21:01:29,89,76,NO
"Will the **high temp in Miami** be 88-89° on Jul 2, 2025?",Miami,2025-07-02,between,88,89,,49.00,47.00,2025-07-01 21:01:29,89,76,YES
"Will the **high temp in Miami** be 90-91° on Jul 2, 2025?",Miami,2025-07-02,between,90,91,,27.00,72.00,2025-07-01 21:01:29,89,76,NO
"Will the **high temp in NYC** be <79° on Jul 2, 2025?",New York,2025-07-02,less,,79,,1.00,96.00,2025-07-01 21:01:28,84,71,NO
"Will the **high temp in NYC** be >86° on Jul 2, 2025?",New York,2025-07-02,greater,,86,,5.00,91.00,2025-07-01 21:01:28,84,71,NO
"Will the **high temp in NYC** be 79-80° on Jul 2, 2025?",New York,2025-07-02,between,79,80,,6.00,90.00,2025-07-01 21:01:28,84,71,NO
"Will the **high temp in NYC** be 81-82° on Jul 2, 2025?",New York,2025-07-02,between,81,82,,20.00,77.00,2025-07-01 21:01:28,84,71,NO
"Will the **high temp in NYC** be 83-84° on Jul 2, 2025?",New York,2025-07-02,between,83,84,,42.00,54.00,2025-07-01 21:01:28,84,71,YES
"Will the **high temp in NYC** be 85-86° on Jul 2, 2025?",New York,2025-07-02,between,85,86,,20.00,76.00,2025-07-01 21:01:28,84,71,NO
"Will the **high temp in Philadelphia** be <79° on Jul 2, 2025?",Philadelphia,2025-07-02,less,,79,,0.00,99.00,2025-07-01 21:01:29,87,72,NO
"Will the **high temp in Philadelphia** be >86° on Jul 2, 2025?",Philadelphia,2025-07-02,greater,,86,,3.00,81.00,2025-07-01 21:01:29,87,72,NO
"Will the **high temp in Philadelphia** be 79-80° on Jul 2, 2025?",Philadelphia,2025-07-02,between,79,80,,0.00,87.00,2025-07-01 21:01:29,87,72,NO
"Will the **high temp in Philadelphia** be 81-82° on Jul 2, 2025?",Philadelphia,2025-07-02,between,81,82,,9.00,70.00,2025-07-01 21:01:29,87,72,NO
"Will the **high temp in Philadelphia** be 83-84° on Jul 2, 2025?",Philadelphia,2025-07-02,between,83,84,,20.00,47.00,2025-07-01 21:01:29,87,72,NO
"Will the **high temp in Philadelphia** be 85-86° on Jul 2, 2025?",Philadelphia,2025-07-02,between,85,86,,15.00,75.00,2025-07-01 21:01:29,87,72,NO
"Will the **high temp in Austin** be <93° on Jul 1, 2025?",Austin,2025-07-01,less,,93,,1.00,97.00,2025-06-30 21:01:38,93,71,NO
"Will the **high temp in Austin** be >100° on Jul 1, 2025?",Austin,2025-07-01,greater,,100,,0.00,96.00,2025-06-30 21:01:38,93,71,NO
"Will the **high temp in Austin** be 93-94° on Jul 1, 2025?",Austin,2025-07-01,between,93,94,,12.00,84.00,2025-06-30 21:01:38,93,71,YES
"Will the **high temp in Austin** be 95-96° on Jul 1, 2025?",Austin,2025-07-01,between,95,96,,46.00,48.00,2025-06-30 21:01:38,93,71,NO
"Will the **high temp in Austin** be 97-98° on Jul 1, 2025?",Austin,2025-07-01,between,97,98,,32.00,63.00,2025-06-30 21:01:38,93,71,NO
"Will the **high temp in Austin** be 99-100° on Jul 1, 2025?",Austin,2025-07-01,between,99,100,,2.00,96.00,2025-06-30 21:01:38,93,71,NO
"Will the high temp in Chicago be <84° on Jul 1, 2025?",Chicago,2025-07-01,less,,84,,2.00,93.00,2025-06-30 21:01:40,87,70,NO
"Will the high temp in Chicago be >91° on Jul 1, 2025?",Chicago,2025-07-01,greater,,91,,0.00,93.00,2025-06-30 21:01:40,87,70,NO
"Will the high temp in Chicago be 84-85° on Jul 1, 2025?",Chicago,2025-07-01,between,84,85,,22.00,73.00,2025-06-30 21:01:40,87,70,NO
"Will the high temp in Chicago be 86-87° on Jul 1, 2025?",Chicago,2025-07-01,between,86,87,,31.00,65.00,2025-06-30 21:01:40,87,70,YES
"Will the high temp in Chicago be 88-89° on Jul 1, 2025?",Chicago,2025-07-01,between,88,89,,21.00,74.00,2025-06-30 21:01:40,87,70,NO
"Will the high temp in Chicago be 90-91° on Jul 1, 2025?",Chicago,2025-07-01,between,90,91,,8.00,87.00,2025-06-30 21:01:40,87,70,NO
"Will the **high temp in Denver** be <85° on Jul 1, 2025?",Denver,2025-07-01,less,,85,,0.00,95.00,2025-06-30 21:01:37,93,58,NO
"Will the **high temp in Denver** be >92° on Jul 1, 2025?",Denver,2025-07-01,greater,,92,,34.00,62.00,2025-06-30 21:01:37,93,58,NO
"Will the **high temp in Denver** be 85-86° on Jul 1, 2025?",Denver,2025-07-01,between,85,86,,0.00,96.00,2025-06-30 21:01:37,93,58,NO
"Will the **high temp in Denver** be 87-88° on Jul 1, 2025?",Denver,2025-07-01,between,87,88,,0.00,97.00,2025-06-30 21:01:37,93,58,NO
"Will the **high temp in Denver** be 89-90° on Jul 1, 2025?",Denver,2025-07-01,between,89,90,,21.00,72.00,2025-06-30 21:01:37,93,58,NO
"Will the **high temp in Denver** be 91-92° on Jul 1, 2025?",Denver,2025-07-01,between,91,92,,42.00,57.00,2025-06-30 21:01:37,93,58,NO
"Will the **high temp in LA** be <69° on Jul 1, 2025?",Los Angeles,2025-07-01,less,,69,,2.00,97.00,2025-06-30 21:01:37,70,61,NO
"Will the **high temp in LA** be >76° on Jul 1, 2025?",Los Angeles,2025-07-01,greater,,76,,1.00,95.00,2025-06-30 21:01:37,70,61,NO
"Will the **high temp in LA** be 69-70° on Jul 1, 2025?",Los Angeles,2025-07-01,between,69,70,,32.00,63.00,2025-06-30 21:01:37,70,61,YES
"Will the **high temp in LA** be 71-72° on Jul 1, 2025?",Los Angeles,2025-07-01,between,71,72,,52.00,47.00,2025-06-30 21:01:37,70,61,NO
"Will the **high temp in LA** be 73-74° on Jul 1, 2025?",Los Angeles,2025-07-01,between,73,74,,10.00,85.00,2025-06-30 21:01:37,70,61,NO
"Will the **high temp in LA** be 75-76° on Jul 1, 2025?",Los Angeles,2025-07-01,between,75,76,,0.00,95.00,2025-06-30 21:01:37,70,61,NO
"Will the **high temp in Miami** be <84° on Jul 1, 2025?",Miami,2025-07-01,less,,84,,0.00,98.00,2025-06-30 21:01:39,89,75,NO
"Will the **high temp in Miami** be >91° on Jul 1, 2025?",Miami,2025-07-01,greater,,91,,5.00,93.00,2025-06-30 21:01:39,89,75,NO
"Will the **high temp in Miami** be 84-85° on Jul 1, 2025?",Miami,2025-07-01,between,84,85,,0.00,97.00,2025-06-30 21:01:39,89,75,NO
"Will the **high temp in Miami** be 86-87° on Jul 1, 2025?",Miami,2025-07-01,between,86,87,,13.00,81.00,2025-06-30 21:01:39,89,75,NO
"Will the **high temp in Miami** be 88-89° on Jul 1, 2025?",Miami,2025-07-01,between,88,89,,43.00,54.00,2025-06-30 21:01:39,89,75,YES
"Will the **high temp in Miami** be 90-91° on Jul 1, 2025?",Miami,2025-07-01,between,90,91,,30.00,67.00,2025-06-30 21:01:39,89,75,NO
"Will the **high temp in NYC** be <84° on Jul 1, 2025?",New York,2025-07-01,less,,84,,2.00,94.00,2025-06-30 21:01:38,89,73,NO
"Will the **high temp in NYC** be >91° on Jul 1, 2025?",New York,2025-07-01,greater,,91,,1.00,96.00,2025-06-30 21:01:38,89,73,NO
"Will the **high temp in NYC** be 84-85° on Jul 1, 2025?",New York,2025-07-01,between,84,85,,17.00,82.00,2025-06-30 21:01:38,89,73,NO
"Will the **high temp in NYC** be 86-87° on Jul 1, 2025?",New York,2025-07-01,between,86,87,,35.00,64.00,2025-06-30 21:01:38,89,73,NO
"Will the **high temp in NYC** be 88-89° on Jul 1, 2025?",New York,2025-07-01,between,88,89,,36.00,60.00,2025-06-30 21:01:38,89,73,YES
"Will the **high temp in NYC** be 90-91° on Jul 1, 2025?",New York,2025-07-01,between,90,91,,9.00,86.00,2025-06-30 21:01:38,89,73,NO
"Will the **high temp in Philadelphia** be <86° on Jul 1, 2025?",Philadelphia,2025-07-01,less,,86,,0.00,97.00,2025-06-30 21:01:39,93,74,NO
"Will the **high temp in Philadelphia** be >93° on Jul 1, 2025?",Philadelphia,2025-07-01,greater,,93,,0.00,97.00,2025-06-30 21:01:39,93,74,NO
"Will the **high temp in Philadelphia** be 86-87° on Jul 1, 2025?",Philadelphia,2025-07-01,between,86,87,,3.00,93.00,2025-06-30 21:01:39,93,74,NO
"Will the **high temp in Philadelphia** be 88-89° on Jul 1, 2025?",Philadelphia,2025-07-01,between,88,89,,29.00,68.00,2025-06-30 21:01:39,93,74,NO
"Will the **high temp in Philadelphia** be 90-91° on Jul 1, 2025?",Philadelphia,2025-07-01,between,90,91,,42.00,54.00,2025-06-30 21:01:39,93,74,NO
"Will the **high temp in Philadelphia** be 92-93° on Jul 1, 2025?",Philadelphia,2025-07-01,between,92,93,,16.00,83.00,2025-06-30 21:01:39,93,74,YES
"Will the **high temp in Austin** be <92° on Jun 30, 2025?",Austin,2025-06-30,less,,92,,6.00,90.00,2025-06-29 21:01:11,86,72,NO
"Will the **high temp in Austin** be >99° on Jun 30, 2025?",Austin,2025-06-30,greater,,99,,0.00,95.00,2025-06-29 21:01:11,86,72,NO
"Will the **high temp in Austin** be 92-93° on Jun 30, 2025?",Austin,2025-06-30,between,92,93,,17.00,79.00,2025-06-29 21:01:11,86,72,NO
"Will the **high temp in Austin** be 94-95° on Jun 30, 2025?",Austin,2025-06-30,between,94,95,,39.00,55.00,2025-06-29 21:01:11,86,72,NO
"Will the **high temp in Austin** be 96-97° on Jun 30, 2025?",Austin,2025-06-30,between,96,97,,27.00,67.00,2025-06-29 21:01:11,86,72,NO
"Will the **high temp in Austin** be 98-99° on Jun 30, 2025?",Austin,2025-06-30,between,98,99,,2.00,96.00,2025-06-29 21:01:11,86,72,NO
"Will the high temp in Chicago be <84° on Jun 30, 2025?",Chicago,2025-06-30,less,,84,,0.00,94.00,2025-06-29 21:01:13,90,74,NO
"Will the high temp in Chicago be >91° on Jun 30, 2025?",Chicago,2025-06-30,greater,,91,,8.00,91.00,2025-06-29 21:01:13,90,74,NO
"Will the high temp in Chicago be 84-85° on Jun 30, 2025?",Chicago,2025-06-30,between,84,85,,5.00,89.00,2025-06-29 21:01:13,90,74,NO
"Will the high temp in Chicago be 86-87° on Jun 30, 2025?",Chicago,2025-06-30,between,86,87,,22.00,77.00,2025-06-29 21:01:13,90,74,NO
"Will the high temp in Chicago be 88-89° on Jun 30, 2025?",Chicago,2025-06-30,between,88,89,,33.00,62.00,2025-06-29 21:01:13,90,74,NO
"Will the high temp in Chicago be 90-91° on Jun 30, 2025?",Chicago,2025-06-30,between,90,91,,26.00,73.00,2025-06-29 21:01:13,90,74,YES
"Will the **high temp in Denver** be <78° on Jun 30, 2025?",Denver,2025-06-30,less,,78,,16.00,79.00,2025-06-29 21:01:10,81,57,NO
"Will the **high temp in Denver** be >85° on Jun 30, 2025?",Denver,2025-06-30,greater,,85,,0.00,95.00,2025-06-29 21:01:10,81,57,NO
"Will the **high temp in Denver** be 78-79° on Jun 30, 2025?",Denver,2025-06-30,between,78,79,,41.00,57.00,2025-06-29 21:01:10,81,57,NO
"Will the **high temp in Denver** be 80-81° on Jun 30, 2025?",Denver,2025-06-30,between,80,81,,32.00,63.00,2025-06-29 21:01:10,81,57,YES
"Will the **high temp in Denver** be 82-83° on Jun 30, 2025?",Denver,2025-06-30,between,82,83,,3.00,93.00,2025-06-29 21:01:10,81,57,NO
"Will the **high temp in Denver** be 84-85° on Jun 30, 2025?",Denver,2025-06-30,between,84,85,,0.00,96.00,2025-06-29 21:01:10,81,57,NO
"Will the **high temp in LA** be <69° on Jun 30, 2025?",Los Angeles,2025-06-30,less,,69,,0.00,96.00,2025-06-29 21:01:10,72,62,NO
"Will the **high temp in LA** be >76° on Jun 30, 2025?",Los Angeles,2025-06-30,greater,,76,,1.00,96.00,2025-06-29 21:01:10,72,62,NO
"Will the **high temp in LA** be 69-70° on Jun 30, 2025?",Los Angeles,2025-06-30,between,69,70,,5.00,91.00,2025-06-29 21:01:10,72,62,NO
"Will the **high temp in LA** be 71-72° on Jun 30, 2025?",Los Angeles,2025-06-30,between,71,72,,48.00,44.00,2025-06-29 21:01:10,72,62,YES
"Will the **high temp in LA** be 73-74° on Jun 30, 2025?",Los Angeles,2025-06-30,between,73,74,,35.00,61.00,2025-06-29 21:01:10,72,62,NO
"Will the **high temp in LA** be 75-76° on Jun 30, 2025?",Los Angeles,2025-06-30,between,75,76,,5.00,93.00,2025-06-29 21:01:10,72,62,NO
"Will the **high temp in Miami** be <84° on Jun 30, 2025?",Miami,2025-06-30,less,,84,,0.00,97.00,2025-06-29 21:01:12,91,76,NO
"Will the **high temp in Miami** be >91° on Jun 30, 2025?",Miami,2025-06-30,greater,,91,,6.00,90.00,2025-06-29 21:01:12,91,76,NO
"Will the **high temp in Miami** be 84-85° on Jun 30, 2025?",Miami,2025-06-30,between,84,85,,0.00,97.00,2025-06-29 21:01:12,91,76,NO
"Will the **high temp in Miami** be 86-87° on Jun 30, 2025?",Miami,2025-06-30,between,86,87,,5.00,92.00,2025-06-29 21:01:12,91,76,NO
"Will the **high temp in Miami** be 88-89° on Jun 30, 2025?",Miami,2025-06-30,between,88,89,,35.00,59.00,2025-06-29 21:01:12,91,76,NO
"Will the **high temp in Miami** be 90-91° on Jun 30, 2025?",Miami,2025-06-30,between,90,91,,49.00,45.00,2025-06-29 21:01:12,91,76,YES
"Will the **high temp in NYC** be <86° on Jun 30, 2025?",New York,2025-06-30,less,,86,,51.00,44.00,2025-06-29 21:01:11,90,71,NO
"Will the **high temp in NYC** be >93° on Jun 30, 2025?",New York,2025-06-30,greater,,93,,0.00,96.00,2025-06-29 21:01:11,90,71,NO
"Will the **high temp in NYC** be 86-87° on Jun 30, 2025?",New York,2025-06-30,between,86,87,,33.00,65.00,2025-06-29 21:01:11,90,71,NO
"Will the **high temp in NYC** be 88-89° on Jun 30, 2025?",New York,2025-06-30,between,88,89,,10.00,87.00,2025-06-29 21:01:11,90,71,NO
"Will the **high temp in NYC** be 90-91° on Jun 30, 2025?",New York,2025-06-30,between,90,91,,5.00,92.00,2025-06-29 21:01:11,90,71,YES
"Will the **high temp in NYC** be 92-93° on Jun 30, 2025?",New York,2025-06-30,between,92,93,,0.00,95.00,2025-06-29 21:01:11,90,71,NO
"Will the **high temp in Philadelphia** be <86° on Jun 30, 2025?",Philadelphia,2025-06-30,less,,86,,2.00,93.00,2025-06-29 21:01:12,94,76,NO
"Will the **high temp in Philadelphia** be >93° on Jun 30, 2025?",Philadelphia,2025-06-30,greater,,93,,1.00,95.00,2025-06-29 21:01:12,94,76,NO
"Will the **high temp in Philadelphia** be 86-87° on Jun 30, 2025?",Philadelphia,2025-06-30,between,86,87,,17.00,82.00,2025-06-29 21:01:12,94,76,NO
"Will the **high temp in Philadelphia** be 88-89° on Jun 30, 2025?",Philadelphia,2025-06-30,between,88,89,,38.00,59.00,2025-06-29 21:01:12,94,76,NO
"Will the **high temp in Philadelphia** be 90-91° on Jun 30, 2025?",Philadelphia,2025-06-30,between,90,91,,25.00,73.00,2025-06-29 21:01:12,94,76,NO
"Will the **high temp in Philadelphia** be 92-93° on Jun 30, 2025?",Philadelphia,2025-06-30,between,92,93,,7.00,92.00,2025-06-29 21:01:12,94,76,NO
"Will the **high temp in Austin** be <90° on Jun 29, 2025?",Austin,2025-06-29,less,,90,,1.00,96.00,2025-06-28 21:01:09,96,71,NO
"Will the **high temp in Austin** be >97° on Jun 29, 2025?",Austin,2025-06-29,greater,,97,,2.00,95.00,2025-06-28 21:01:09,96,71,NO
"Will the **high temp in Austin** be 90-91° on Jun 29, 2025?",Austin,2025-06-29,between,90,91,,2.00,95.00,2025-06-28 21:01:09,96,71,NO
"Will the **high temp in Austin** be 92-93° on Jun 29, 2025?",Austin,2025-06-29,between,92,93,,16.00,81.00,2025-06-28 21:01:09,96,71,NO
"Will the **high temp in Austin** be 94-95° on Jun 29, 2025?",Austin,2025-06-29,between,94,95,,56.00,42.00,2025-06-28 21:01:09,96,71,NO
"Will the **high temp in Austin** be 96-97° on Jun 29, 2025?",Austin,2025-06-29,between,96,97,,19.00,77.00,2025-06-28 21:01:09,96,71,YES
"Will the high temp in Chicago be <93° on Jun 29, 2025?",Chicago,2025-06-29,less,,93,,6.00,88.00,2025-06-28 21:01:10,94,73,NO
"Will the high temp in Chicago be >100° on Jun 29, 2025?",Chicago,2025-06-29,greater,,100,,1.00,95.00,2025-06-28 21:01:10,94,73,NO
"Will the high temp in Chicago be 93-94° on Jun 29, 2025?",Chicago,2025-06-29,between,93,94,,24.00,73.00,2025-06-28 21:01:10,94,73,YES
"Will the high temp in Chicago be 95-96° on Jun 29, 2025?",Chicago,2025-06-29,between,95,96,,32.00,64.00,2025-06-28 21:01:10,94,73,NO
"Will the high temp in Chicago be 97-98° on Jun 29, 2025?",Chicago,2025-06-29,between,97,98,,18.00,77.00,2025-06-28 21:01:10,94,73,NO
"Will the high temp in Chicago be 99-100° on Jun 29, 2025?",Chicago,2025-06-29,between,99,100,,7.00,88.00,2025-06-28 21:01:10,94,73,NO
"Will the **high temp in Denver** be <84° on Jun 29, 2025?",Denver,2025-06-29,less,,84,,7.00,90.00,2025-06-28 21:01:08,85,59,NO
"Will the **high temp in Denver** be >91° on Jun 29, 2025?",Denver,2025-06-29,greater,,91,,1.00,95.00,2025-06-28 21:01:08,85,59,NO
"Will the **high temp in Denver** be 84-85° on Jun 29, 2025?",Denver,2025-06-29,between,84,85,,29.00,68.00,2025-06-28 21:01:08,85,59,YES
"Will the **high temp in Denver** be 86-87° on Jun 29, 2025?",Denver,2025-06-29,between,86,87,,38.00,57.00,2025-06-28 21:01:08,85,59,NO
"Will the **high temp in Denver** be 88-89° on Jun 29, 2025?",Denver,2025-06-29,between,88,89,,17.00,78.00,2025-06-28 21:01:08,85,59,NO
"Will the **high temp in Denver** be 90-91° on Jun 29, 2025?",Denver,2025-06-29,between,90,91,,4.00,95.00,2025-06-28 21:01:08,85,59,NO
"Will the **high temp in LA** be <71° on Jun 29, 2025?",Los Angeles,2025-06-29,less,,71,,1.00,96.00,2025-06-28 21:01:08,71,61,NO
"Will the **high temp in LA** be >78° on Jun 29, 2025?",Los Angeles,2025-06-29,greater,,78,,2.00,96.00,2025-06-28 21:01:08,71,61,NO
"Will the **high temp in LA** be 71-72° on Jun 29, 2025?",Los Angeles,2025-06-29,between,71,72,,22.00,73.00,2025-06-28 21:01:08,71,61,YES
"Will the **high temp in LA** be 73-74° on Jun 29, 2025?",Los Angeles,2025-06-29,between,73,74,,60.00,38.00,2025-06-28 21:01:08,71,61,NO
"Will the **high temp in LA** be 75-76° on Jun 29, 2025?",Los Angeles,2025-06-29,between,75,76,,12.00,82.00,2025-06-28 21:01:08,71,61,NO
"Will the **high temp in LA** be 77-78° on Jun 29, 2025?",Los Angeles,2025-06-29,between,77,78,,1.00,97.00,2025-06-28 21:01:08,71,61,NO
"Will the **high temp in Miami** be <84° on Jun 29, 2025?",Miami,2025-06-29,less,,84,,0.00,97.00,2025-06-28 21:01:10,90,77,NO
"Will the **high temp in Miami** be >91° on Jun 29, 2025?",Miami,2025-06-29,greater,,91,,4.00,93.00,2025-06-28 21:01:10,90,77,NO
"Will the **high temp in Miami** be 84-85° on Jun 29, 2025?",Miami,2025-06-29,between,84,85,,0.00,96.00,2025-06-28 21:01:10,90,77,NO
"Will the **high temp in Miami** be 86-87° on Jun 29, 2025?",Miami,2025-06-29,between,86,87,,5.00,93.00,2025-06-28 21:01:10,90,77,NO
"Will the **high temp in Miami** be 88-89° on Jun 29, 2025?",Miami,2025-06-29,between,88,89,,43.00,56.00,2025-06-28 21:01:10,90,77,NO
"Will the **high temp in Miami** be 90-91° on Jun 29, 2025?",Miami,2025-06-29,between,90,91,,48.00,51.00,2025-06-28 21:01:10,90,77,YES
"Will the **high temp in NYC** be <88° on Jun 29, 2025?",New York,2025-06-29,less,,88,,19.00,78.00,2025-06-28 21:01:09,89,77,NO
"Will the **high temp in NYC** be >95° on Jun 29, 2025?",New York,2025-06-29,greater,,95,,1.00,95.00,2025-06-28 21:01:09,89,77,NO
"Will the **high temp in NYC** be 88-89° on Jun 29, 2025?",New York,2025-06-29,between,88,89,,42.00,56.00,2025-06-28 21:01:09,89,77,YES
"Will the **high temp in NYC** be 90-91° on Jun 29, 2025?",New York,2025-06-29,between,90,91,,27.00,72.00,2025-06-28 21:01:09,89,77,NO
"Will the **high temp in NYC** be 92-93° on Jun 29, 2025?",New York,2025-06-29,between,92,93,,4.00,92.00,2025-06-28 21:01:09,89,77,NO
"Will the **high temp in NYC** be 94-95° on Jun 29, 2025?",New York,2025-06-29,between,94,95,,1.00,95.00,2025-06-28 21:01:09,89,77,NO
"Will the **high temp in Philadelphia** be <87° on Jun 29, 2025?",Philadelphia,2025-06-29,less,,87,,1.00,95.00,2025-06-28 21:01:10,93,76,NO
"Will the **high temp in Philadelphia** be >94° on Jun 29, 2025?",Philadelphia,2025-06-29,greater,,94,,2.00,95.00,2025-06-28 21:01:10,93,76,NO
"Will the **high temp in Philadelphia** be 87-88° on Jun 29, 2025?",Philadelphia,2025-06-29,between,87,88,,3.00,94.00,2025-06-28 21:01:10,93,76,NO
"Will the **high temp in Philadelphia** be 89-90° on Jun 29, 2025?",Philadelphia,2025-06-29,between,89,90,,26.00,71.00,2025-06-28 21:01:10,93,76,NO
"Will the **high temp in Philadelphia** be 91-92° on Jun 29, 2025?",Philadelphia,2025-06-29,between,91,92,,39.00,57.00,2025-06-28 21:01:10,93,76,NO
"Will the **high temp in Philadelphia** be 93-94° on Jun 29, 2025?",Philadelphia,2025-06-29,between,93,94,,22.00,74.00,2025-06-28 21:01:10,93,76,YES
"Will the **high temp in Austin** be <93° on Jun 28, 2025?",Austin,2025-06-28,less,,93,,9.00,87.00,2025-06-27 21:01:03,95,73,NO
"Will the **high temp in Austin** be >100° on Jun 28, 2025?",Austin,2025-06-28,greater,,100,,0.00,95.00,2025-06-27 21:01:03,95,73,NO
"Will the **high temp in Austin** be 93-94° on Jun 28, 2025?",Austin,2025-06-28,between,93,94,,23.00,72.00,2025-06-27 21:01:03,95,73,NO
"Will the **high temp in Austin** be 95-96° on Jun 28, 2025?",Austin,2025-06-28,between,95,96,,44.00,50.00,2025-06-27 21:01:03,95,73,YES
"Will the **high temp in Austin** be 97-98° on Jun 28, 2025?",Austin,2025-06-28,between,97,98,,11.00,84.00,2025-06-27 21:01:03,95,73,NO
"Will the **high temp in Austin** be 99-100° on Jun 28, 2025?",Austin,2025-06-28,between,99,100,,1.00,96.00,2025-06-27 21:01:03,95,73,NO
"Will the high temp in Chicago be <81° on Jun 28, 2025?",Chicago,2025-06-28,less,,81,,0.00,96.00,2025-06-27 21:01:05,90,68,NO
"Will the high temp in Chicago be >88° on Jun 28, 2025?",Chicago,2025-06-28,greater,,88,,21.00,73.00,2025-06-27 21:01:05,90,68,NO
"Will the high temp in Chicago be 81-82° on Jun 28, 2025?",Chicago,2025-06-28,between,81,82,,2.00,92.00,2025-06-27 21:01:05,90,68,NO
